ID,MIASTO,KOD_POCZTOWY,ULICA,NR_BUDYNKU,NR_LOKALU
21888,Leszczyna,20-107,Zbozowa,19,89
21889,Abramy,98-245,Zefirowa,228,
21890,Baraki,83-401,Glogowa,327,
21891,Kramarzówka,63-897,Sportowa,163,
21892,Bagnica,74-979,Bzow,272,53
21893,Lubianek,71-905,Projektantow,774,75
21894,Banica,89-607,Brzoskwiniowa,208,
21895,Godziszów,63-924,Papiernicza,434,
21896,Barcice,84-261,Owsiana,742,
21897,Bale,61-443,Liliowa,281,
21898,Kupno,84-410,Lesna,954,
21899,Balewo,43-978,Blawatkow,832,46
21900,Kupinin,28-580,Projektantow,962,97
21901,Bagienica,18-323,Wypoczynkowa,866,79
21902,Adamowa,70-272,Tulipanow,954,53
21903,Barankowo,61-604,Roz,528,
21904,Krakulice,45-473,Alabastrowa,685,
21905,Bagdad,31-748,Teczy,582,
21906,Bagieniec,86-350,Torfowa,631,35
21907,Krzeptów,71-869,Zwirowa,797,
21908,Antoninów,70-393,Jasna,552,63
21909,Baranowice,28-697,Szmaragdowa,782,46
21910,Lubatka,35-648,Ksiezycowa,831,
21911,Lubiaszów,31-983,Olchowa,554,
21912,Barchnowy,21-814,Tatarakow,361,
21913,Lasanka,40-594,Bzow,882,
21914,Krakuszowice,48-553,Polna,111,67
21915,Kupimierz,10-351,Bzow,213,6
21916,Laskownica,97-465,Slowikow,705,22
21917,Adamówka,90-887,Zytnia,771,
21918,Ladorudz,29-835,Truskawkowa,264,
21919,Lubianek,76-540,Fiolkow,775,64
21920,Gorzkowiczki,53-274,Leszczynowa,468,
21921,Rogalinek,53-779,Jachtowa,979,
21922,Rogierówko,27-904,Pogodna,398,51
21923,Bachów,55-335,Przyjazni,494,38
21924,Baranówko,40-741,Fiolkow,666,
21925,Kupienino,71-155,Wrzesniowa,867,
21926,Krajów,81-415,Spokojna,337,72
21927,Rogaszyce,75-818,Mahoniowa,373,
21928,Baranówko,73-536,Polnocna,763,71
21929,Adamówek,11-219,Szkutnicza,922,
21930,Antonowo,85-777,Mlodosci,809,
21931,Lubejki,40-330,Gwiezdna,887,
21932,Baczyn,81-938,Jasna,84,29
21933,Grabarka,17-539,Makow,530,
21934,Kuranów,37-177,Diamentowa,202,
21935,Rogity,76-348,Cicha,633,82
21936,Laryszów,40-395,Strusia,121,83
21937,Bachorze,96-845,Orzechowa,307,
21938,Adamkowo,49-847,Stoczniowcow,960,
21939,Lubaszcz,41-437,Wierzbowa,622,
21940,Lubejki,65-418,Azaliowa,880,
21941,Ladzin,13-302,Nadbrzezna,827,
21942,Adamczowice,47-769,Blawatkow,20,
21943,Badów,67-341,Rumiank�w,197,
21944,Las,45-509,Pigwowa,904,
21945,Bachórzec,94-465,Zwyciestwa,103,
21946,Kupienino,38-897,Szyprow,163,
21947,Gorzków,67-808,Zielona,98,
21948,Gorzycko,80-639,Rzeczna,268,
21949,Adamki,96-655,Przyjazni,943,
21950,Krakulice,69-229,Lniana,777,
21951,Antomieszki,69-773,Czeresniowa,864,
21952,Gorzycko,35-217,Szeroka,518,61
21953,Landzmierz,33-490,Jabloniowa,571,14
21954,Lubawka,41-919,Jabloniowa,973,44
21955,Bagienica,89-635,Wiatrow,393,55
21956,Gorzyczany,50-923,Rzepakowa,384,98
21957,Rogalów,94-373,Sadowa,444,
21958,Bajorski,22-465,Wrzosow,769,50
21959,Gorzkowice,87-830,Koronkowa,410,
21960,Gorzykowo,18-488,Wypoczynkowa,302,13
21961,Lalkowy,31-638,Szafirkow,639,66
21962,Baligród,83-929,Rycerska,984,
21963,Baranówek,28-620,Saperow,402,
21964,Bagicz,28-942,Czeremchowa,569,19
21965,Laskowa,86-443,Swierkowa,528,
21966,Laliny,37-518,Sloneczna,681,
21967,Gorzuchów,47-154,Blekitna,739,43
21968,Lubianek,58-857,Leszczynowa,618,57
21969,Bagniewo,66-812,Modrzewiowa,844,95
21970,Banachy,59-403,Lesna,555,44
21971,Barcino,30-983,Paproci,772,7
21972,Laskowo,26-330,Szyprow,537,
21973,Adamek,53-151,Rzepakowa,995,56
21974,Lubenia,29-464,Azaliowa,469,61
21975,Kup,67-571,Sadowa,281,78
21976,Baciki,83-313,Polnocna,665,
21977,Godziszewy,21-797,Spoldzielcza,50,
21978,Gorzkowice,93-480,Szkolna,243,
21979,Lasanka,13-814,Magnolii,662,23
21980,Lubczyna,42-374,Rzepakowa,953,98
21981,Rogalinko,90-369,Swiatowida,130,
21982,Antoniny,25-787,Czeresniowa,287,2
21983,Baranki,53-881,Kupiecka,980,71
21984,Rogieniczki,22-454,Sadowa,167,
21985,Gorzkowice,29-720,Gerberowa,366,
21986,Rogawica,92-811,Roz,193,
21987,Bandrów,85-449,Panoramiczna,42,
21988,Lubianka,91-832,Szpitalna,134,
21989,Lubasz,13-765,Czeremchowa,636,
21990,Antoninek,94-296,Zielone Wzgorze,724,97
21991,Bachów,47-817,Nasturcji,274,
21992,Bakaniuk,31-279,Tkacka,471,65
21993,Bagdad,22-810,Tulipanow,838,8
21994,Baran,60-872,Morska,896,99
21995,Bagicz,30-953,Szpitalna,548,
21996,Bachorzyn,13-625,Jachtowa,298,61
21997,Ladzin,27-294,Sarzynska,234,35
21998,Kupientyn,35-962,Polna,170,99
21999,Banachy,15-222,Akacjowa,103,33
22000,Kranów,81-372,Rycerska,580,14
22001,Adampol,31-178,Wisniowa,713,78
22002,Kupienin,40-252,Sliwkowa,14,
22003,Laski,63-346,Strefowa,498,
22004,Krzepczów,53-615,Wisniowa,273,5
22005,Leszczyna,34-580,Brzozowa,397,90
22006,Baniocha,37-239,Malownicza,106,11
22007,Leszkomin,69-348,Zgoda,646,76
22008,Rogalów,79-304,Harcerska,151,43
22009,Anteczków,61-825,Rumiank�w,239,10
22010,Rogalino,78-851,Ulanska,814,
22011,Rogi,53-834,Biwakowa,183,
22012,Lubartów,80-249,Przyjazni,440,
22013,Gorzkowice,31-372,Przyjazni,634,61
22014,Adamowa,10-127,Makow,284,25
22015,Adamkowo,54-528,Limbowa,113,
22016,Kramkowo,75-360,Biwakowa,977,
22017,Bachorze,23-558,Slowikow,884,72
22018,Krzepocin,34-801,Cedrowa,764,31
22019,Antomieszki,31-574,Kalinowa,66,
22020,Baczki,35-665,Ziemowita,893,26
22021,Barcinek,57-915,Rzeczna,77,97
22022,Bachlawa,21-777,Wakacyjna,630,
22023,Gorzyca,60-974,Szyprow,692,
22024,Adamowa,13-801,Solecka,866,
22025,Krzeptów,92-565,Jesionowa,268,37
22026,Laskowo,74-482,Szpitalna,206,5
22027,Baranowo,44-820,Wodnika,70,
22028,Krzepice,34-392,Niepodleglosci,963,
22029,Baniocha,16-202,Teczy,698,
22030,Kramarzyny,72-190,Szkolna,5,62
22031,Bachorce,83-812,Zalesie,57,22
22032,Baczków,55-116,Jesionowa,408,10
22033,Antonów,35-457,Panoramiczna,614,11
22034,Leszkowice,14-140,Daktylowa,591,
22035,Bachorze,45-822,Przyjazni,357,0
22036,Bagnica,59-402,Bursztynowa,100,60
22037,Gorzyca,69-489,Zwyciestwa,294,6
22038,Grabianów,29-614,Macierzy,301,
22039,Bajtkowo,35-190,Jodlowa,959,4
22040,Leszczyn,80-822,Rybacka,316,61
22041,Balnica,15-371,Promykowa,886,
22042,Antoniew,80-152,Jarzebinowa,289,
22043,Bania,17-822,Diamentowa,4,
22044,Rogawica,14-902,Wrzosow,597,34
22045,Adamowo,26-659,Przyjazni,715,47
22046,Baranki,41-518,Topolowa,168,
22047,Gorzycko,50-489,Spokojna,895,65
22048,Krzeptów,18-315,Sanatoryjna,924,63
22049,Bania,99-719,Cisowa,770,95
22050,Baranowice,64-466,Zarnowiecka,643,45
22051,Krzemykowo,32-500,Papiernicza,148,
22052,Adamczycha,34-593,Pancerniakow,977,
22053,Kuranów,19-230,Tulipanow,20,51
22054,Las,63-163,Magnolii,795,
22055,Bajorski,33-382,Rycerska,237,10
22056,Lanckorona,92-228,Rycerska,59,22
22057,Rogieniczki,64-103,Wrzesniowa,26,71
22058,Bagienki,73-785,Sanatoryjna,53,90
22059,Adamowa,32-584,Bajkowa,452,80
22060,Gorzuchy,59-911,Pogodna,863,95
22061,Rogalik,22-705,Zefirowa,193,68
22062,Godziszów,58-993,Zarnowiecka,571,
22063,Krzepielów,54-103,Sloneczna,85,
22064,Rogazy,24-889,Swierkowa,768,58
22065,Laseczno,73-287,Szyprow,507,
22066,Grabia,79-902,Zeglarska,798,19
22067,Bagrowo,64-288,Ulanska,54,14
22068,Bachorze,47-680,Strumykowa,963,
22069,Antonowo,82-870,Palmowa,252,
22070,Badów,95-197,Zurawia,245,42
22071,Bagienica,83-629,Zacisze,519,
22072,Kupce,42-815,Wedrowna,883,
22073,Lamkowo,72-577,Spoldzielcza,298,61
22074,Krzesimowo,90-213,Wrzesniowa,96,86
22075,Grabek,41-801,Pigwowa,209,93
22076,Badulki,25-341,Malownicza,659,18
22077,Barciszewo,50-483,Ksiezycowa,317,
22078,Kramarzówka,48-363,Wesola,830,
22079,Lubenia,75-532,Niezapominajek,292,
22080,Lubiaszów,51-363,Makow,909,
22081,Balków,30-596,Strusia,624,
22082,Barcino,21-498,Harcerska,926,14
22083,Lamki,13-124,Wierzbowa,695,
22084,Antonowo,73-213,Akacjowa,645,
22085,Bachorzewo,85-591,Pocztowa,671,86
22086,Bajerze,94-301,Szafirkow,839,0
22087,Rogienice,13-769,Wisniowa,112,14
22088,Rogaszyn,75-330,Mlynska,824,92
22089,Adamówek,53-326,Bursztynowa,744,
22090,Lubianków,40-318,Dobra,752,26
22091,Bakaniuk,62-727,Tulipanow,922,10
22092,Barcikowo,51-368,Gęsia,405,27
22093,Antonina,24-986,Zacisze,177,
22094,Lakiele,29-270,Irysow,312,95
22095,Landzmierz,21-110,Zwyciestwa,686,
22096,Lalkowy,81-130,Sloneczna,646,85
22097,Bajdyty,52-228,Mlynska,610,
22098,Antoniki,59-187,Wiazowa,653,
22099,Laskowa,75-333,Szkolna,295,
22100,Kupowo,79-419,Wiazowa,468,71
22101,Krakowice,68-430,Zurawinowa,740,34
22102,Rogalinek,39-175,Morska,239,
22103,Baranówka,35-293,Slowikow,950,13
22104,Lubianek,45-459,Olchowa,233,57
22105,Bajerze,95-289,Sarzynska,994,85
22106,Baciki,96-995,Modrzewiowa,301,15
22107,Laliki,62-624,Rzeczna,531,53
22108,Abramowice,91-491,Przyjazni,17,
22109,Rogalik,54-406,Niepodleglosci,370,20
22110,Lubianka,72-222,Slaska,334,40
22111,Bachorzew,71-737,Orzechowa,153,18
22112,Adamowo,68-742,Krokusow,774,
22113,Bajkowizna,41-440,Daleka,137,
22114,Bagno,87-985,Wichrowa,820,72
22115,Leszczyna,12-213,Polnocna,32,94
22116,Antonówka,76-962,Kwiatowa,915,21
22117,Landek,68-176,Sarzynska,124,91
22118,Bañkowszczyzna,82-726,Hebanowa,485,
22119,Baczki,64-351,Brzoskwiniowa,347,19
22120,Bañkowszczyzna,92-134,Ulanska,27,
22121,Balcarzowice,19-591,Krotka,959,
22122,Bachorza,37-925,Mlynska,170,64
22123,Kuplisk,90-614,Cisowa,810,
22124,Gorzupia,75-696,Kalinowa,755,69
22125,Lubecko,98-800,Gwiezdna,250,
22126,Antoninek,69-647,Jezynowa,809,
22127,Leszkowice,21-957,Strefowa,232,
22128,Balnica,70-977,Alabastrowa,67,
22129,Laryszów,89-794,Orlikow,782,58
22130,Landek,40-732,Czeresniowa,322,
22131,Laskowizna,98-822,Slaska,298,
22132,Lafajetowo,25-873,Stoczniowcow,996,
22133,Bagna,25-180,Przepiorek,371,64
22134,Barchaczów,93-851,Malinowa,289,
22135,Laryszów,10-694,Zurawia,527,65
22136,Rogaszyn,86-100,Dobra,145,61
22137,Lakiele,42-461,Polnocna,404,19
22138,Kupnina,89-393,Dobra,722,
22139,Barany,35-818,Przyjazni,45,28
22140,Adamówek,20-322,Niezapominajek,69,93
22141,Krzepczów,20-860,Rzepakowa,285,61
22142,Godziszów,85-692,Daktylowa,759,
22143,Ladorudz,27-996,Zwyciestwa,577,22
22144,Baciki,87-376,Daktylowa,809,
22145,Abramowice,37-367,Biwakowa,831,
22146,Leszczyniec,23-337,Zielona,110,
22147,Baczków,49-478,Skowronkow,243,74
22148,Barchów,82-706,Projektantow,665,40
22149,Barcin,68-226,Krakowska,17,
22150,Ladorudzek,14-533,Bzow,885,50
22151,Baczków,92-256,Wierzbowa,846,
22152,Bagicz,31-804,Rybacka,954,
22153,Kuranów,54-524,Bzow,625,45
22154,Grabanów,17-314,Brzozowa,391,35
22155,Leszczynka,58-169,Daktylowa,518,
22156,Gorzkowiczki,26-530,Zalesie,228,
22157,Gorzykowo,46-842,Glogowa,626,36
22158,Antoninek,40-943,Gerberowa,307,61
22159,Krajów,50-510,Brzoskwiniowa,795,46
22160,Kramkowo,94-745,Skowronkow,461,
22161,Gorzycko,81-485,Solecka,101,
22162,Bachorzew,79-510,Wrzosow,78,
22163,Rogierówko,69-492,Mlynska,666,
22164,Gorzków,83-961,Solecka,949,
22165,Krakowiany,64-688,Sliwkowa,146,63
22166,Antoniów,38-632,Zacisze,307,73
22167,Bagny,38-235,Wierzbowa,198,
22168,Bañkowszczyzna,85-831,Opalowa,690,
22169,Kurabka,47-766,Tkacka,381,23
22170,Bachury,34-567,Sosnowa,586,
22171,Antolin,41-875,Letnia,883,57
22172,Gorzuchowo,95-621,Cedrowa,726,73
22173,Kupimierz,41-139,Swiatowida,258,
22174,Barciany,71-962,Zlota,887,
22175,Banachy,57-746,Pogodna,816,
22176,Rogalów,54-527,Irysow,395,70
22177,Barchlin,72-108,Zacisze,516,
22178,Leszczyniec,96-921,Jeziorna,27,
22179,Balewko,84-414,Roz,995,63
22180,Bachorzew,99-803,Boczna,16,96
22181,Bagienica,17-118,Wypoczynkowa,903,29
22182,Laska,96-765,Azaliowa,60,57
22183,Barchów,10-230,Teczy,581,
22184,Bagniewo,49-366,Topolowa,469,44
22185,Barchnowy,67-969,Wesola,611,
22186,Lamk,90-113,Zlotych Klosow,471,
22187,Antoninów,52-292,Krakowska,560,
22188,Lamk,16-532,Pszeniczna,224,57
22189,Las,62-245,Spokojna,84,38
22190,Baranowiec,78-535,Orlikow,238,35
22191,Bacze,59-440,Brzoskwiniowa,658,5
22192,Grabce,83-154,Cedrowa,977,74
22193,Krzepocinek,83-946,Spacerowa,493,42
22194,Baranówko,85-103,Tatarakow,677,63
22195,Balków,16-838,Szeroka,380,19
22196,Krakowice,62-549,Jezynowa,28,86
22197,Godziszewy,17-667,Spacerowa,425,24
22198,Barce,20-126,Widokowa,919,52
22199,Grabanów,47-958,Widokowa,490,72
22200,Antoninek,98-469,Boczna,922,15
22201,Abisynia,79-803,Krokusow,308,74
22202,Krzepice,31-258,Debowa,485,
22203,Bachorza,96-309,Gajowa,172,
22204,Bachmatówka,88-291,Kupiecka,857,
22205,Lamki,56-361,Szeroka,896,
22206,Antonówka,95-187,Szeroka,745,
22207,Balków,60-835,Przyjazni,257,63
22208,Barankowo,52-454,Papiernicza,620,
22209,Baciuty,28-672,Jachtowa,269,35
22210,Bachów,75-133,Promowa,532,
22211,Bachus,88-254,Rzemieslnicza,765,57
22212,Kupiatycze,66-399,Plowce,754,45
22213,Lasanka,76-618,Kasztanowa,386,88
22214,Barcino,14-369,Sportowa,418,81
22215,Rogazy,69-411,Gerberowa,926,99
22216,Abramy,90-936,Czeresniowa,427,
22217,Bachorza,99-727,Paproci,643,
22218,Kuplisk,62-225,Zlotych Klosow,237,
22219,Rogalinek,65-569,Swiatowida,260,31
22220,Lubejki,40-300,Pancerniakow,388,63
22221,Baciki,85-708,Glogowa,646,26
22222,Adamówek,75-413,Pancerniakow,628,10
22223,Godziszowa,88-755,Glogowa,268,81
22224,Adaminowo,78-764,Przepiorek,178,
22225,Baran,20-118,Ziemowita,994,
22226,Barchaczów,77-278,Niezapominajek,138,
22227,Antolin,32-115,Widokowa,554,26
22228,Bañkowszczyzna,73-383,Solecka,181,76
22229,Baranowice,85-295,Spacerowa,83,
22230,Lubianek,65-641,Tychowska,297,
22231,Krapkowice,55-148,Kupiecka,529,
22232,Gorzuchy,90-133,Slaska,131,47
22233,Laskowa,65-998,Gwiezdna,94,92
22234,Lubejki,91-502,Pigwowa,336,29
22235,Kupienin,84-885,Strusia,215,62
22236,Bagnica,37-289,Tkacka,308,
22237,Bania,59-380,Modrzewiowa,943,
22238,Kupimierz,15-188,Zbozowa,548,
22239,Gorzyczki,65-616,Opalowa,230,
22240,Rogawka,77-615,Polna,732,
22241,Bajkowizna,31-789,Widokowa,302,
22242,Lubczyna,47-875,Sarzynska,318,
22243,Ladzin,59-204,Zielona,97,
22244,Baliki,28-681,Gęsia,698,
22245,Bagny,14-191,Tradycji,884,6
22246,Bachórz,37-790,Krokusow,598,19
22247,Banie,12-993,Wierzbowa,408,94
22248,Bagrowo,32-766,Glogowa,942,
22249,Bagatelka,73-977,Solecka,209,
22250,Adampol,69-463,Boczna,889,30
22251,Adamin,46-849,Szeroka,110,
22252,Antonia,47-613,Topolowa,579,
22253,Barcikowo,84-705,Deszczowa,391,
22254,Anonin,67-632,Debowa,740,4
22255,Bagdad,48-383,Spokojna,57,4
22256,Rogalinek,99-655,Zorzy,976,71
22257,Rogalino,77-316,Wrzesniowa,169,7
22258,Balków,14-580,Wiklinowa,186,
22259,Lubczyna,61-809,Ziemowita,274,
22260,Adamczycha,89-622,Palmowa,131,51
22261,Badulki,32-747,Ulanska,989,75
22262,Grabianowo,80-133,Spoldzielcza,456,
22263,Godziszewo,22-236,Slonecznikow,363,
22264,Lalkowy,27-199,Makow,348,93
22265,Banino,82-401,Poziomkowa,341,11
22266,Antoniewo,68-845,Sprezarkowa,246,
22267,Balewo,40-154,Przepiorek,587,
22268,Lady,61-719,Krokusow,279,
22269,Rogalinek,95-802,Jasminowa,434,
22270,Baranówka,27-250,Brzoskwiniowa,183,4
22271,Baranki,56-740,Niepodleglosci,87,53
22272,Kramkówka,53-962,Wspolna,265,84
22273,Lamkówko,15-516,Wierzbowa,570,
22274,Barcie,97-391,Zwirowa,580,21
22275,Gorzyczany,76-667,Krawiecka,469,5
22276,Abramów,28-832,Olchowa,887,
22277,Grabianów,10-954,Jesionowa,74,7
22278,Krzesimowo,82-607,Pocztowa,196,
22279,Rogity,13-337,Sloneczna,858,
22280,Ladzin,40-618,Stokrotek,426,30
22281,Rogalice,72-293,Jasna,127,
22282,Rogalki,30-287,Smiala ,448,
22283,Grabianowo,51-910,Zurawia,224,
22284,Adamierz,79-435,Rzemieslnicza,319,82
22285,Baniewice,33-911,Kra�cowa,360,
22286,Kramarzewo,21-886,Nagietkow,69,65
22287,Adamka,37-363,Wypoczynkowa,535,
22288,Lubczyna,48-559,Spokojna,536,
22289,Kupienino,86-993,Wiazowa,762,51
22290,Krzesimowo,41-452,Pigwowa,690,
22291,Landzmierz,74-645,Jodlowa,539,
22292,Lamkowo,23-113,Slaska,930,
22293,Kuranów,33-674,Przepiorek,450,
22294,Krapkowice,23-670,Malinowa,13,24
22295,Leszczyniec,35-828,Przyjazni,329,
22296,Baczków,22-516,Paproci,41,74
22297,Gorzkowiczki,50-584,Niepodleglosci,506,46
22298,Laskownica,18-184,Kwiatowa,127,70
22299,Leszczynka,46-601,Alabastrowa,887,26
22300,Gorzów,93-249,Malinowa,205,66
22301,Leszczynka,10-633,Slaska,576,20
22302,Ladorudzek,54-650,Dobra,45,36
22303,Kramarzewo,70-986,Wypoczynkowa,347,
22304,Anonin,56-380,Zbozowa,594,
22305,Langanki,98-214,Roz,624,71
22306,Balewko,95-840,Koronkowa,496,53
22307,Laska,57-876,Wypoczynkowa,96,7
22308,Laskowo,31-211,Nagietkow,248,82
22309,Baligród,37-606,Rozana,621,
22310,Bachorze,22-557,Stokrotek,368,7
22311,Kupin,60-439,Zeglarska,11,
22312,Lubaszcz,80-824,Niezapominajek,805,
22313,Kupiatycze,43-896,Pigwowa,826,
22314,Barchlin,14-941,Tradycji,895,3
22315,Lubawa,43-626,Irysow,171,
22316,Baranowice,46-188,Sliwkowa,484,
22317,Bachotek,78-482,Wiazowa,84,
22318,Kupowo,63-357,Jesionowa,599,
22319,Antonów,43-398,Zarnowiecka,488,
22320,Banaszki,10-656,Wypoczynkowa,776,
22321,Barcikowo,81-663,Tradycji,561,67
22322,Landek,89-889,Hebanowa,804,
22323,Lubejki,44-922,Krawiecka,558,84
22324,Lubawka,76-656,Wiklinowa,223,9
22325,Kupna,86-512,Mirtowa,670,76
22326,Bagienica,67-383,Strusia,74,28
22327,Balice,40-595,Hebanowa,759,61
22328,Bachorze,98-325,Kalinowa,906,18
22329,Kupimierz,49-766,Rumiank�w,399,
22330,Adamowice,93-642,Sadowa,646,
22331,Adamczycha,14-647,Roz,972,
22332,Leszczyniec,80-592,Spacerowa,988,
22333,Luberadz,81-224,Krakowska,869,34
22334,Lasek,54-880,Wodnika,776,
22335,Balnica,77-632,Wesola,455,46
22336,Rogalino,68-380,Wedrowna,217,34
22337,Gorzyczki,66-237,Bliska,289,83
22338,Rogatka,34-870,Mlynska,646,62
22339,Bachów,82-164,Roz,176,71
22340,Krzepiszyn,86-772,Slupska,195,63
22341,Laski,62-279,Lakowa,738,
22342,Bagdad,95-807,Zytnia,770,
22343,Bachorza,26-291,Jodlowa,579,
22344,Bajerze,85-588,Wichrowa,682,
22345,Bajkowizna,80-953,Dobra,488,76
22346,Antoniny,68-668,Zwyciestwa,10,47
22347,Badów,16-209,Lesna,306,
22348,Leszczyny,16-742,Dobra,330,44
22349,Balków,13-353,Pszeniczna,611,
22350,Balczewo,80-162,Pocztowa,342,
22351,Bagienica,80-946,Panoramiczna,645,6
22352,Bagno,69-828,Topolowa,117,
22353,Krapkowice,10-360,Zgoda,302,
22354,Banino,60-910,Szafirkow,834,7
22355,Kramarzówka,77-753,Slowianska,530,
22356,Leszczynki,14-439,Bzow,704,13
22357,Rogalów,32-498,Daleka,380,
22358,Kupientyn,76-950,Papiernicza,994,
22359,Gorzków,42-803,Smiala ,649,38
22360,Grabczok,86-516,Palmowa,388,82
22361,Las,67-746,Pszeniczna,654,49
22362,Lubawka,59-608,Mlynska,19,
22363,Laskowice,79-695,Wierzbowa,756,68
22364,Grabce,29-271,Ptasia,770,
22365,Adamierz,31-201,Deszczowa,546,
22366,Balcarzowice,57-397,Sliwkowa,308,
22367,Leszczynki,66-972,Zarnowiecka,165,8
22368,Krakówek,65-194,Bajkowa,537,
22369,Grabarka,53-242,Blekitna,356,
22370,Rogieniczki,41-109,Macierzy,671,
22371,Baczyn,65-744,Zgoda,307,
22372,Lubian,67-880,Akacjowa,218,88
22373,Bajkowizna,70-507,Szmaragdowa,704,
22374,Baranówka,97-711,Ksiezycowa,649,
22375,Lalkowy,79-822,Parkowa,683,58
22376,Rogaszyce,13-982,Jarzebinowa,503,25
22377,Laseczno,10-488,Glogowa,887,
22378,Bachorzew,86-196,Zlotych Klosow,390,58
22379,Balewko,80-117,Tkacka,650,
22380,Bagieniec,68-461,Nasturcji,205,
22381,Bajkowizna,75-635,Sosnowa,744,
22382,Grabianowo,74-720,Jesionowa,264,93
22383,Kupimierz,20-414,Strefowa,514,
22384,Bañska,88-191,Jasna,135,
22385,Gorzów,26-894,Tradycji,591,83
22386,Rogalów,23-643,Zytnia,982,37
22387,Kramarzewo,48-946,Fiolkow,826,71
22388,Rogaszyn,33-934,Golebia,381,
22389,Bañkowszczyzna,95-871,Rzemieslnicza,74,97
22390,Barcino,82-226,Orzechowa,553,
22391,Badrzychowice,43-904,Jarzebinowa,764,
22392,Anteczków,69-100,Mirtowa,699,18
22393,Antoniów,70-886,Olchowa,762,
22394,Bagdad,97-984,Cicha,266,26
22395,Gorzycko,47-550,Dworcowa,496,60
22396,Baczki,43-264,Torfowa,283,
22397,Antoniki,74-104,Biwakowa,907,
22398,Abisynia,87-289,Hebanowa,560,
22399,Leszkowy,75-645,Widokowa,959,
22400,Lanckorona,62-671,Roz,752,6
22401,Gorzyca,72-122,Magnolii,97,
22402,Kupientyn,79-818,Zwirowa,643,17
22403,Lady,21-510,Czeremchowa,508,50
22404,Antoniów,94-767,Bajkowa,657,28
22405,Lacka,89-357,Przepiorek,541,96
22406,Ladeniska,74-415,Jachtowa,936,81
22407,Kramarzówka,90-139,Strumykowa,347,12
22408,Adamówek,54-511,Szkolna,166,76
22409,Ladzin,60-435,Malinowa,632,
22410,Gorzuchy,43-919,Gozdzikow,322,0
22411,Kraplewo,45-867,Zacisze,377,
22412,Gorzyczki,53-923,Jasminowa,148,
22413,Baran,42-225,Zorzy,56,84
22414,Rogalino,51-305,Gajowa,695,21
22415,Kraków,35-432,Tradycji,411,61
22416,Rogalki,58-412,Niezapominajek,139,
22417,Balczewo,96-877,Roz,805,
22418,Lamk,29-626,Promowa,43,84
22419,Leszczyniec,51-456,Tkacka,732,
22420,Kupienino,38-316,Jachtowa,32,44
22421,Lasanka,27-845,Fiolkow,855,18
22422,Rogatka,11-983,Spokojna,124,5
22423,Anonin,51-405,Sadowa,499,81
22424,Lamkowizna,98-787,Orlikow,579,59
22425,Bachórz,32-289,Zwirowa,659,
22426,Grabianka,21-782,Szeroka,26,63
22427,Baranowice,24-489,Czeresniowa,810,
22428,Rogierówko,98-899,Zbozowa,271,
22429,Baldwinowice,91-566,Torfowa,983,
22430,Abisynia,67-206,Krawiecka,511,30
22431,Banaszki,16-832,Krawiecka,723,57
22432,Adamowice,40-905,Tulipanow,18,
22433,Baciuty,87-674,Boczna,179,52
22434,Gorzyczany,13-255,Magnolii,707,99
22435,Anteczków,33-476,Tradycji,392,53
22436,Krzepczów,35-944,Macierzy,114,
22437,Balików,82-421,Zurawinowa,115,
22438,Gorzkowiczki,31-705,Parkowa,897,28
22439,Barciszewo,82-409,Blekitna,297,
22440,Antonin,49-827,Krawiecka,243,74
22441,Rogielkajmy,72-512,Kra�cowa,76,42
22442,Antoniny,58-921,Rzemieslnicza,782,
22443,Kramnik,35-240,Letnia,129,
22444,Antonin,12-236,Rzeczna,100,
22445,Rogalinek,37-920,Tulipanow,84,
22446,Rogalki,98-537,Zbozowa,995,
22447,Kranek,39-846,Zorzy,750,
22448,Bale,26-589,Wedrowna,565,61
22449,Bagniewo,38-846,Sprezarkowa,814,75
22450,Grabek,61-410,Orlikow,491,66
22451,Lakiele,76-626,Kalinowa,730,72
22452,Leszczyn,28-270,Sportowa,401,90
22453,Bacze,84-793,Czeresniowa,846,81
22454,Antoniewko,67-270,Alabastrowa,114,
22455,Baciki,21-103,Mahoniowa,44,
22456,Bagnica,92-275,Daleka,603,
22457,Kramarzówka,34-145,Promowa,333,
22458,Bandysie,30-268,Wiazowa,271,
22459,Balnica,56-939,Skowronkow,987,56
22460,Adamowa,28-404,Papiernicza,687,
22461,Barcin,10-644,Owsiana,114,
22462,Balewko,49-372,Roz,717,
22463,Baciuty,80-134,Akacjowa,228,24
22464,Bachlawa,88-838,Spoldzielcza,566,
22465,Kupowo,92-906,Golebia,141,4
22466,Ladeniska,51-770,Szkolna,403,26
22467,Lubasz,96-581,Zorzy,754,31
22468,Antoninów,40-348,Wypoczynkowa,250,12
22469,Kupna,80-438,Bliska,968,
22470,Bagicz,21-261,Mirtowa,315,
22471,Grabczok,84-754,Zlotych Klosow,118,5
22472,Kuranów,95-962,Blekitna,121,
22473,Lamki,98-859,Jesionowa,230,
22474,Barciszewo,63-680,Zurawia,635,
22475,Krzepin,28-981,Cicha,676,
22476,Krakówek,40-944,Mahoniowa,289,98
22477,Bagienki,87-605,Slaska,266,
22478,Lubenka,14-662,Promowa,105,80
22479,Baczki,37-528,Tradycji,48,
22480,Barak,18-548,Skowronkow,293,20
22481,Lubatówka,32-659,Wspolna,875,25
22482,Lubasz,82-282,Jabloniowa,336,
